anio,pais,cargo,nivel_experiencia,tipo_empleo,modalidad,industria,tamanio_empresa,sueldo_clp,sueldo_usd,habilidades,n_habilidades,tiene_cert_cloud,tiene_framework_ml
2022,Chile,Data Engineer,Senior,Full Time,Híbrido,Fintech / Banca,Grande (+500),5580000,6131,"R, PyTorch, Spark, Excel, Snowflake, Tableau, Pandas",7,False,True
2023,Chile,Data Scientist,Senior,Contrato,Híbrido,Fintech / Banca,Grande (+500),7090000,7791,"GCP, PyTorch, Deep Learning, NLP, Estadística, Excel, Keras",7,True,True
2023,México,BI Analyst,Semi Senior,Full Time,Híbrido,Retail / E-Commerce,Grande (+500),2490000,2736,"SQL, R, scikit-learn, BigQuery, MLflow",5,False,True
2022,Chile,ML Engineer,Semi Senior,Full Time,Remoto,Educación,Mediana (50-500),3930000,4318,"Git, Keras, Matplotlib, MLflow, TensorFlow, Computer Vision, NLP, NumPy",8,False,True
2022,México,MLOps Engineer,Senior,Full Time,Remoto,Tecnología,Startup,6260000,6879,"Matplotlib, Tableau, NumPy, TensorFlow, AWS, Computer Vision, R, SQL, FastAPI",9,True,True
2024,Chile,Data Engineer,Junior,Full Time,Híbrido,Manufactura,Pequeña (<50),2340000,2571,"MLflow, Matplotlib, scikit-learn, dbt, Power Query",5,False,True
2022,México,BI Analyst,Lead,Part Time,Presencial,Tecnología,Grande (+500),4450000,4890,"Pandas, Keras, Git, NLP, Seaborn, Linux, Computer Vision, Spark, Estadística, R",10,False,True
2022,Chile,ML Engineer,Semi Senior,Full Time,Remoto,Salud,Mediana (50-500),4180000,4593,"Matplotlib, Pandas, Power Query, Machine Learning, Spark, BigQuery, Docker, FastAPI",8,False,False
2023,Chile,BI Analyst,Junior,Full Time,Híbrido,Retail / E-Commerce,Startup,1380000,1516,"BigQuery, Kubernetes, Git, Excel, MLflow, Matplotlib",6,False,False
2022,Chile,MLOps Engineer,Semi Senior,Full Time,Remoto,Retail / E-Commerce,Grande (+500),4200000,4615,"Seaborn, Deep Learning, PyTorch, TensorFlow, Power BI",5,False,True
2024,Chile,BI Analyst,Semi Senior,Freelance,Híbrido,Telecomunicaciones,Pequeña (<50),2340000,2571,"Spark, Docker, Kubernetes, Power BI, Seaborn, Tableau, Power Query, Matplotlib",8,False,False
2024,Colombia,Data Engineer,Semi Senior,Full Time,Híbrido,Fintech / Banca,Startup,4960000,5450,"Tableau, Deep Learning, Azure, SQL, BigQuery, AWS, Snowflake, R, TensorFlow",9,True,True
2023,Chile,ML Engineer,Junior,Full Time,Híbrido,Educación,Mediana (50-500),2300000,2527,"Deep Learning, Estadística, NumPy, NLP, Python",5,False,False
2022,México,AI Engineer,Junior,Full Time,Híbrido,Fintech / Banca,Grande (+500),4060000,4461,"Linux, Machine Learning, Computer Vision",3,False,False
2023,Chile,AI Engineer,Lead,Contrato,Híbrido,Manufactura,Pequeña (<50),8780000,9648,"Excel, Snowflake, Git, PyTorch, Seaborn, scikit-learn, GCP, FastAPI, SQL, TensorFlow, NLP",11,True,True
2023,Chile,Data Engineer,Senior,Full Time,Presencial,Manufactura,Grande (+500),5760000,6329,"Linux, Git, Azure, Power BI, BigQuery, AWS, Pandas, Docker, scikit-learn, PyTorch, Power Query, Snowflake",12,True,True
2022,Chile,ML Engineer,Semi Senior,Full Time,Remoto,Seguros,Grande (+500),5140000,5648,"Docker, Python, FastAPI, GCP, R",5,True,False
2023,Argentina,Data Analyst,Junior,Full Time,Híbrido,Gobierno / Público,Grande (+500),1560000,1714,"Excel, FastAPI, Python, Matplotlib, MLflow",5,False,False
2022,Argentina,MLOps Engineer,Semi Senior,Full Time,Híbrido,Seguros,Startup,3290000,3615,"NumPy, Estadística, Looker, scikit-learn, Keras",5,False,True
2022,Colombia,Data Scientist,Semi Senior,Full Time,Híbrido,Educación,Startup,2580000,2835,"Computer Vision, Excel, Snowflake, Kubernetes, NLP, scikit-learn",6,False,True
2022,Chile,Data Engineer,Senior,Full Time,Híbrido,Telecomunicaciones,Pequeña (<50),5040000,5538,"Machine Learning, R, Git, Spark, scikit-learn, FastAPI, Computer Vision, Snowflake, Tableau",9,False,True
2023,Colombia,NLP Engineer,Junior,Full Time,Híbrido,Fintech / Banca,Mediana (50-500),3240000,3560,"Power Query, scikit-learn, Computer Vision",3,False,True
2024,Chile,BI Analyst,Junior,Full Time,Remoto,Salud,Mediana (50-500),1730000,1901,"Tableau, AWS, Computer Vision",3,True,False
2022,Argentina,AI Engineer,Lead,Contrato,Híbrido,Salud,Startup,8230000,9043,"Power Query, R, Seaborn, MLflow, GCP, Docker, Machine Learning, FastAPI, NumPy, Tableau, Kubernetes, AWS, Airflow",13,True,False
2024,Chile,BI Analyst,Semi Senior,Full Time,Remoto,Educación,Startup,1950000,2142,"Spark, Python, Keras, scikit-learn, MLflow",5,False,True
2023,Remoto Internacional,MLOps Engineer,Junior,Full Time,Remoto,Educación,Grande (+500),3180000,3494,"Computer Vision, BigQuery, scikit-learn, Excel, AWS",5,True,True
2023,Chile,ML Engineer,Lead,Full Time,Remoto,Educación,Startup,9620000,10571,"Power Query, Docker, Deep Learning, TensorFlow, PyTorch, Kubernetes, SQL, dbt, Tableau, Spark, Estadística",11,False,True
2023,Chile,Data Analyst,Junior,Part Time,Remoto,Fintech / Banca,Startup,1700000,1868,"Docker, Power BI, BigQuery, SQL, Deep Learning, Git",6,False,False
2023,Chile,MLOps Engineer,Junior,Full Time,Remoto,Telecomunicaciones,Grande (+500),3650000,4010,"NLP, Estadística, Snowflake, Docker, Airflow",5,False,False
2023,Remoto Internacional,Data Engineer,Senior,Full Time,Híbrido,Tecnología,Startup,5580000,6131,"Estadística, Deep Learning, Snowflake, Azure, Looker, Matplotlib, Docker, AWS, Computer Vision",9,True,False
2024,Argentina,MLOps Engineer,Senior,Full Time,Remoto,Manufactura,Mediana (50-500),6300000,6923,"Pandas, BigQuery, Python, Keras, NLP, Kubernetes, Tableau, Spark",8,False,True
2022,Chile,BI Analyst,Junior,Freelance,Híbrido,Educación,Pequeña (<50),810000,890,"NLP, scikit-learn, R, Docker",4,False,True
2022,Chile,Data Analyst,Semi Senior,Full Time,Híbrido,Manufactura,Mediana (50-500),1820000,2000,"Python, Seaborn, Snowflake, SQL, Keras, NLP",6,False,True
2023,Colombia,AI Engineer,Semi Senior,Full Time,Híbrido,Tecnología,Startup,4630000,5087,"Matplotlib, Machine Learning, NumPy, TensorFlow, Computer Vision, Excel, Kubernetes",7,False,True
2023,Chile,MLOps Engineer,Semi Senior,Full Time,Híbrido,Manufactura,Mediana (50-500),3190000,3505,"MLflow, scikit-learn, Excel, Snowflake, R, Pandas, Python, FastAPI",8,False,True
2024,México,MLOps Engineer,Junior,Full Time,Híbrido,Gobierno / Público,Grande (+500),2910000,3197,"MLflow, Estadística, Docker",3,False,False
2023,Chile,Data Analyst,Senior,Freelance,Remoto,Manufactura,Startup,3220000,3538,"Computer Vision, Estadística, Linux, Python, Deep Learning, AWS, Looker, TensorFlow, Airflow",9,True,True
2023,Chile,AI Engineer,Junior,Full Time,Presencial,Salud,Pequeña (<50),1920000,2109,"Estadística, R, Python",3,False,False
2024,Chile,Data Scientist,Junior,Freelance,Híbrido,Seguros,Pequeña (<50),2230000,2450,"Linux, GCP, Power BI, Machine Learning",4,True,False
2023,Chile,Data Engineer,Lead,Full Time,Híbrido,Educación,Mediana (50-500),5570000,6120,"Kubernetes, scikit-learn, PyTorch, TensorFlow, Pandas, MLflow, Linux, GCP, Estadística, Git, Deep Learning, Looker",12,True,True
2023,México,Data Engineer,Lead,Full Time,Remoto,Retail / E-Commerce,Grande (+500),9620000,10571,"Keras, SQL, Excel, Git, Python, Seaborn, Computer Vision, Tableau, Kubernetes, Pandas, Linux, AWS, Looker",13,True,True
2022,México,Data Analyst,Senior,Full Time,Remoto,Retail / E-Commerce,Pequeña (<50),3100000,3406,"Airflow, Power BI, dbt, Excel, Computer Vision, Tableau, Pandas, Python, NLP, MLflow",10,False,False
2023,Chile,ML Engineer,Junior,Full Time,Remoto,Gobierno / Público,Grande (+500),2950000,3241,"Excel, Tableau, Power Query, Seaborn",4,False,False
2023,Colombia,Data Analyst,Semi Senior,Freelance,Híbrido,Minería,Grande (+500),3510000,3857,"Docker, Estadística, Git, Pandas, NLP",5,False,False
2024,Chile,Data Engineer,Junior,Full Time,Híbrido,Fintech / Banca,Mediana (50-500),2750000,3021,"TensorFlow, NumPy, Matplotlib",3,False,True
2024,Chile,NLP Engineer,Lead,Full Time,Remoto,Gobierno / Público,Grande (+500),9690000,10648,"GCP, SQL, Snowflake, Keras, scikit-learn, Machine Learning, AWS, Power BI, Deep Learning",9,True,True
2022,Chile,Data Scientist,Junior,Full Time,Híbrido,Retail / E-Commerce,Grande (+500),2000000,2197,"GCP, Excel, Matplotlib, MLflow, Kubernetes, Seaborn",6,True,False
2022,Chile,NLP Engineer,Semi Senior,Full Time,Remoto,Educación,Mediana (50-500),2950000,3241,"Linux, scikit-learn, FastAPI, Azure, BigQuery, Snowflake, Seaborn",7,True,True
2023,Chile,NLP Engineer,Semi Senior,Contrato,Híbrido,Minería,Startup,4080000,4483,"scikit-learn, Git, Machine Learning, GCP, MLflow, AWS, Computer Vision, Pandas, Estadística",9,True,True
2023,México,ML Engineer,Semi Senior,Full Time,Híbrido,Fintech / Banca,Pequeña (<50),4500000,4945,"Matplotlib, Linux, SQL, TensorFlow, Excel, Snowflake, Azure, Docker, Computer Vision",9,True,True
2023,Chile,Data Engineer,Semi Senior,Full Time,Híbrido,Tecnología,Mediana (50-500),4350000,4780,"TensorFlow, Python, Pandas, Snowflake, Matplotlib, Azure, scikit-learn",7,True,True
2023,México,NLP Engineer,Semi Senior,Full Time,Híbrido,Seguros,Mediana (50-500),3460000,3802,"Snowflake, Docker, scikit-learn, dbt, Matplotlib, FastAPI",6,False,True
2023,Chile,ML Engineer,Semi Senior,Full Time,Remoto,Educación,Startup,2660000,2923,"Power Query, R, dbt, Estadística, TensorFlow",5,False,True
2022,Colombia,ML Engineer,Semi Senior,Full Time,Híbrido,Gobierno / Público,Pequeña (<50),2710000,2978,"SQL, Python, Computer Vision, MLflow, Tableau, Estadística, GCP",7,True,False
2022,Remoto Internacional,Data Scientist,Lead,Full Time,Híbrido,Manufactura,Grande (+500),8030000,8824,"Estadística, FastAPI, dbt, Pandas, Git, AWS, GCP, R, Looker",9,True,False
2023,Chile,BI Analyst,Semi Senior,Full Time,Remoto,Fintech / Banca,Startup,2290000,2516,"Seaborn, scikit-learn, SQL, Kubernetes, Power BI",5,False,True
2022,Chile,Data Scientist,Junior,Full Time,Remoto,Seguros,Startup,2750000,3021,"BigQuery, Python, Power BI, Airflow, R",5,False,False
2024,Remoto Internacional,ML Engineer,Junior,Full Time,Remoto,Salud,Grande (+500),3710000,4076,"dbt, Azure, PyTorch, Computer Vision, Power BI, Tableau",6,True,True
2024,Argentina,BI Analyst,Senior,Full Time,Híbrido,Gobierno / Público,Startup,2500000,2747,"Spark, Deep Learning, Power Query, dbt, Azure, Git, Seaborn, BigQuery, TensorFlow, R, PyTorch",11,True,True
2024,Colombia,AI Engineer,Senior,Contrato,Híbrido,Seguros,Mediana (50-500),8580000,9428,"Tableau, BigQuery, Power Query, Power BI, scikit-learn, Python, NumPy, Deep Learning, Kubernetes, GCP, Machine Learning, Spark",12,True,True
2023,Chile,ML Engineer,Semi Senior,Full Time,Híbrido,Gobierno / Público,Pequeña (<50),3100000,3406,"Looker, scikit-learn, PyTorch, Kubernetes, Computer Vision, AWS",6,True,True
2022,Chile,MLOps Engineer,Lead,Full Time,Presencial,Gobierno / Público,Mediana (50-500),6210000,6824,"Azure, FastAPI, scikit-learn, Keras, Kubernetes, NLP, Power BI, Seaborn, Computer Vision, TensorFlow, Python, Deep Learning",12,True,True
2022,Chile,Data Engineer,Junior,Contrato,Híbrido,Minería,Startup,2390000,2626,"Matplotlib, Machine Learning, Docker",3,False,False
2023,Chile,Data Engineer,Semi Senior,Full Time,Remoto,Educación,Pequeña (<50),2970000,3263,"Git, Machine Learning, GCP, MLflow, Linux",5,True,False
2022,Chile,Data Engineer,Semi Senior,Full Time,Híbrido,Manufactura,Startup,2680000,2945,"TensorFlow, Kubernetes, BigQuery, Power BI, NLP, SQL",6,False,True
2024,Chile,AI Engineer,Junior,Full Time,Remoto,Manufactura,Grande (+500),3260000,3582,"Linux, BigQuery, scikit-learn, Kubernetes, Seaborn, Estadística",6,False,True
2023,Chile,AI Engineer,Semi Senior,Full Time,Híbrido,Telecomunicaciones,Mediana (50-500),5540000,6087,"Python, scikit-learn, AWS, Deep Learning, Seaborn, Keras, Machine Learning",7,True,True
2023,Chile,Data Analyst,Junior,Full Time,Remoto,Tecnología,Mediana (50-500),1640000,1802,"Deep Learning, Machine Learning, NumPy",3,False,False
2022,Remoto Internacional,Data Scientist,Junior,Full Time,Remoto,Salud,Grande (+500),2920000,3208,"Python, Power Query, Spark, Deep Learning, Power BI, SQL",6,False,False
2022,Remoto Internacional,Data Scientist,Semi Senior,Part Time,Híbrido,Salud,Mediana (50-500),2360000,2593,"scikit-learn, FastAPI, NumPy, NLP, Power Query",5,False,True
2023,Chile,BI Analyst,Lead,Full Time,Remoto,Salud,Startup,5000000,5494,"FastAPI, NumPy, Deep Learning, TensorFlow, PyTorch, Snowflake, Airflow, Seaborn, Pandas, Python, Tableau",11,False,True
2022,México,MLOps Engineer,Senior,Full Time,Híbrido,Telecomunicaciones,Pequeña (<50),4740000,5208,"Machine Learning, Seaborn, Docker, Excel, scikit-learn, Computer Vision, GCP, Pandas, Power BI, PyTorch, BigQuery, NumPy",12,True,True
2024,Colombia,NLP Engineer,Lead,Full Time,Remoto,Manufactura,Mediana (50-500),8770000,9637,"Linux, Estadística, dbt, FastAPI, scikit-learn, SQL, MLflow, Airflow, Matplotlib, Azure, Power Query",11,True,True
2022,Colombia,ML Engineer,Semi Senior,Full Time,Remoto,Minería,Pequeña (<50),4620000,5076,"Computer Vision, Keras, MLflow, Azure, Snowflake, Spark",6,True,True
2022,Chile,AI Engineer,Junior,Full Time,Híbrido,Salud,Grande (+500),2750000,3021,"Power BI, Power Query, FastAPI",3,False,False
2023,México,Data Scientist,Semi Senior,Contrato,Remoto,Fintech / Banca,Grande (+500),5160000,5670,"Keras, Excel, dbt, BigQuery, Seaborn, scikit-learn, Docker, MLflow, R",9,False,True
2024,Remoto Internacional,AI Engineer,Junior,Full Time,Remoto,Minería,Pequeña (<50),3740000,4109,"Linux, scikit-learn, Airflow, FastAPI, Power Query, Keras",6,False,True
2022,Chile,Data Engineer,Semi Senior,Full Time,Híbrido,Seguros,Mediana (50-500),3420000,3758,"GCP, FastAPI, Snowflake, Excel, Keras, MLflow, Pandas, Kubernetes",8,True,True
2023,México,Data Engineer,Semi Senior,Full Time,Remoto,Educación,Grande (+500),4000000,4395,"Matplotlib, Computer Vision, BigQuery, Machine Learning, Kubernetes, Docker, Snowflake, Deep Learning, Python",9,False,False
2024,Chile,Data Scientist,Lead,Contrato,Híbrido,Educación,Grande (+500),9850000,10824,"Looker, Seaborn, PyTorch, MLflow, SQL, Git, Machine Learning, GCP, Tableau, NLP",10,True,True
2022,Chile,Data Scientist,Semi Senior,Full Time,Presencial,Manufactura,Startup,2060000,2263,"NumPy, scikit-learn, MLflow, Deep Learning, Power BI",5,False,True
2024,Colombia,ML Engineer,Senior,Full Time,Híbrido,Manufactura,Grande (+500),7220000,7934,"Power Query, PyTorch, Kubernetes, Keras, BigQuery, Pandas, Deep Learning, Seaborn, Python, Linux, Spark, FastAPI",12,False,True
2022,Chile,Data Analyst,Junior,Full Time,Híbrido,Fintech / Banca,Mediana (50-500),1480000,1626,"Docker, scikit-learn, Deep Learning, SQL",4,False,True
2022,Colombia,NLP Engineer,Semi Senior,Contrato,Híbrido,Tecnología,Pequeña (<50),3480000,3824,"Airflow, NLP, TensorFlow, Machine Learning, Tableau, Pandas, Python, Excel, Deep Learning",9,False,True
2023,Chile,Data Analyst,Junior,Full Time,Híbrido,Manufactura,Mediana (50-500),1070000,1175,"Power Query, Seaborn, dbt",3,False,False
2023,Argentina,MLOps Engineer,Semi Senior,Full Time,Híbrido,Tecnología,Startup,4960000,5450,"Computer Vision, TensorFlow, Git, Python, MLflow, Keras, SQL",7,False,True
2024,Argentina,NLP Engineer,Junior,Full Time,Híbrido,Seguros,Mediana (50-500),3120000,3428,"Azure, Matplotlib, Looker",3,True,False
2022,Chile,Data Analyst,Semi Senior,Full Time,Híbrido,Manufactura,Startup,1960000,2153,"NumPy, Computer Vision, PyTorch, dbt, Linux, Git, BigQuery",7,False,True
2023,Chile,AI Engineer,Lead,Full Time,Híbrido,Tecnología,Startup,11060000,12153,"Looker, Snowflake, Airflow, PyTorch, Matplotlib, Azure, MLflow, NLP, AWS, Machine Learning",10,True,True
2024,México,MLOps Engineer,Junior,Full Time,Remoto,Fintech / Banca,Mediana (50-500),4140000,4549,"Pandas, Kubernetes, Spark, scikit-learn, NLP, Deep Learning",6,False,True
2022,Chile,Data Engineer,Senior,Full Time,Presencial,Educación,Startup,3520000,3868,"R, Tableau, NLP, Seaborn, FastAPI, Pandas, Estadística",7,False,False
2023,Chile,Data Scientist,Lead,Full Time,Híbrido,Seguros,Grande (+500),12740000,14000,"GCP, BigQuery, Airflow, Power Query, Kubernetes, NumPy, Keras, TensorFlow, scikit-learn, Seaborn, Excel, Docker, Looker, Estadística",14,True,True
2022,Chile,ML Engineer,Semi Senior,Contrato,Remoto,Tecnología,Mediana (50-500),4710000,5175,"Estadística, Tableau, NumPy, AWS, Looker, Seaborn, Computer Vision",7,True,False
2023,Chile,NLP Engineer,Junior,Full Time,Híbrido,Retail / E-Commerce,Startup,2240000,2461,"Tableau, NLP, Machine Learning, Git",4,False,False
2023,Chile,ML Engineer,Semi Senior,Full Time,Remoto,Telecomunicaciones,Pequeña (<50),3630000,3989,"BigQuery, NumPy, SQL, Kubernetes, Estadística, Keras, Deep Learning, PyTorch, GCP",9,True,True
2024,Argentina,BI Analyst,Junior,Full Time,Remoto,Telecomunicaciones,Pequeña (<50),1650000,1813,"Linux, Power BI, BigQuery, TensorFlow, Deep Learning",5,False,True
2022,Chile,AI Engineer,Senior,Full Time,Híbrido,Fintech / Banca,Pequeña (<50),5740000,6307,"PyTorch, Docker, NumPy, Power BI, TensorFlow, Spark, R",7,False,True
2024,Colombia,Data Scientist,Semi Senior,Contrato,Híbrido,Tecnología,Startup,4110000,4516,"Deep Learning, PyTorch, dbt, R, Power BI, SQL, Spark, Airflow, TensorFlow",9,False,True
2022,Chile,BI Analyst,Semi Senior,Full Time,Remoto,Salud,Mediana (50-500),2190000,2406,"BigQuery, Git, SQL, Deep Learning, Looker, GCP",6,True,False
2022,México,MLOps Engineer,Senior,Full Time,Híbrido,Educación,Startup,3620000,3978,"Seaborn, Matplotlib, GCP, NumPy, Docker, Computer Vision, SQL, TensorFlow, Machine Learning, R, MLflow",11,True,True
2022,Argentina,Data Scientist,Junior,Contrato,Presencial,Manufactura,Grande (+500),2080000,2285,"Power BI, Tableau, PyTorch, NLP",4,False,True
2022,Chile,Data Engineer,Junior,Freelance,Híbrido,Seguros,Pequeña (<50),2330000,2560,"Linux, Deep Learning, TensorFlow, Tableau",4,False,True
2024,Colombia,ML Engineer,Junior,Contrato,Híbrido,Manufactura,Mediana (50-500),2400000,2637,"NLP, FastAPI, Seaborn, MLflow",4,False,False
2024,Chile,Data Analyst,Semi Senior,Full Time,Híbrido,Salud,Pequeña (<50),2230000,2450,"Estadística, Power Query, dbt, Excel, scikit-learn, Computer Vision, Tableau",7,False,True
2024,Chile,Data Analyst,Junior,Contrato,Remoto,Manufactura,Mediana (50-500),1540000,1692,"R, Spark, NLP, Computer Vision",4,False,False
2023,Chile,ML Engineer,Junior,Full Time,Remoto,Fintech / Banca,Pequeña (<50),3200000,3516,"Power BI, dbt, Git",3,False,False
2022,Colombia,NLP Engineer,Junior,Full Time,Híbrido,Educación,Startup,1480000,1626,"Machine Learning, BigQuery, Power BI, FastAPI",4,False,False
2023,Chile,Data Scientist,Semi Senior,Contrato,Presencial,Seguros,Grande (+500),3520000,3868,"Docker, SQL, NumPy, Machine Learning, Power Query, BigQuery, Linux",7,False,False
2024,Chile,Data Scientist,Senior,Full Time,Presencial,Manufactura,Startup,4340000,4769,"Computer Vision, Machine Learning, Airflow, Azure, Deep Learning, GCP, Kubernetes, Seaborn, TensorFlow, Tableau, Python",11,True,True
2024,Chile,AI Engineer,Senior,Full Time,Presencial,Salud,Grande (+500),6710000,7373,"Linux, R, dbt, Seaborn, PyTorch, NumPy, Deep Learning, BigQuery, Pandas, Machine Learning, Git",11,False,True
2022,México,Data Scientist,Junior,Full Time,Presencial,Gobierno / Público,Pequeña (<50),1410000,1549,"NLP, Python, Computer Vision",3,False,False
2024,Remoto Internacional,Data Scientist,Lead,Contrato,Híbrido,Minería,Mediana (50-500),9570000,10516,"Pandas, Tableau, NLP, AWS, PyTorch, Git, Linux, Deep Learning, Machine Learning, Spark, Snowflake",11,True,True
2024,Colombia,Data Analyst,Senior,Full Time,Remoto,Telecomunicaciones,Grande (+500),6180000,6791,"Looker, NLP, Pandas, R, dbt, Matplotlib, TensorFlow, SQL, Computer Vision, PyTorch, Linux, Python",12,False,True
2022,Chile,BI Analyst,Semi Senior,Full Time,Híbrido,Fintech / Banca,Mediana (50-500),2560000,2813,"Looker, Tableau, Spark, Docker, Pandas",5,False,False
2023,Chile,BI Analyst,Senior,Full Time,Híbrido,Educación,Grande (+500),2550000,2802,"Seaborn, NumPy, Estadística, BigQuery, Spark, Keras, FastAPI, Python, Excel",9,False,True
2022,Colombia,BI Analyst,Junior,Contrato,Remoto,Telecomunicaciones,Grande (+500),2130000,2340,"Docker, Git, R, Keras, Excel",5,False,True
2022,Colombia,ML Engineer,Lead,Contrato,Híbrido,Retail / E-Commerce,Startup,9110000,10010,"Power BI, Deep Learning, NLP, Pandas, PyTorch, scikit-learn, Estadística, MLflow, Keras, TensorFlow, Azure, Linux, AWS",13,True,True
2023,Chile,Data Analyst,Semi Senior,Full Time,Híbrido,Tecnología,Mediana (50-500),2680000,2945,"Looker, Tableau, Seaborn, Deep Learning, FastAPI, TensorFlow, Kubernetes",7,False,True
2023,Chile,MLOps Engineer,Junior,Full Time,Presencial,Telecomunicaciones,Mediana (50-500),2170000,2384,"Airflow, MLflow, NumPy, Pandas",4,False,False
2024,México,ML Engineer,Junior,Contrato,Híbrido,Educación,Mediana (50-500),2420000,2659,"AWS, Computer Vision, Python, Azure",4,True,False
2022,Chile,ML Engineer,Semi Senior,Contrato,Híbrido,Manufactura,Startup,3030000,3329,"SQL, Azure, Tableau, PyTorch, Airflow, Machine Learning, Deep Learning, GCP",8,True,True
2022,Chile,MLOps Engineer,Semi Senior,Full Time,Híbrido,Educación,Mediana (50-500),3260000,3582,"scikit-learn, R, Tableau, Matplotlib, Deep Learning, Kubernetes, Docker",7,False,True
2024,Chile,NLP Engineer,Senior,Full Time,Híbrido,Educación,Pequeña (<50),4520000,4967,"Looker, Excel, Keras, Python, MLflow, Deep Learning, AWS, NumPy",8,True,True
2024,Chile,NLP Engineer,Semi Senior,Full Time,Híbrido,Minería,Mediana (50-500),4770000,5241,"Kubernetes, FastAPI, Power Query, NumPy, Power BI",5,False,False
2022,Chile,MLOps Engineer,Junior,Full Time,Híbrido,Educación,Pequeña (<50),1330000,1461,"Machine Learning, Snowflake, dbt, Pandas",4,False,False
2023,México,ML Engineer,Semi Senior,Full Time,Remoto,Telecomunicaciones,Grande (+500),4840000,5318,"MLflow, Airflow, scikit-learn, Kubernetes, NumPy, PyTorch",6,False,True
2022,Chile,Data Engineer,Junior,Freelance,Remoto,Manufactura,Mediana (50-500),2210000,2428,"Python, Power Query, SQL, Seaborn",4,False,False
2024,México,Data Analyst,Junior,Full Time,Híbrido,Gobierno / Público,Startup,1310000,1439,"MLflow, TensorFlow, Snowflake, NLP, Power Query, Docker",6,False,True
2022,Chile,NLP Engineer,Junior,Freelance,Híbrido,Telecomunicaciones,Pequeña (<50),1730000,1901,"Kubernetes, Tableau, Pandas",3,False,False
2024,Chile,Data Engineer,Semi Senior,Full Time,Híbrido,Salud,Startup,2690000,2956,"Pandas, R, Machine Learning, scikit-learn, Snowflake",5,False,True
2024,Chile,BI Analyst,Junior,Full Time,Presencial,Manufactura,Grande (+500),1550000,1703,"Git, Kubernetes, GCP, Airflow",4,True,False
2022,Chile,NLP Engineer,Junior,Full Time,Remoto,Telecomunicaciones,Startup,2600000,2857,"Snowflake, Docker, Python",3,False,False
2022,Chile,MLOps Engineer,Junior,Full Time,Híbrido,Manufactura,Mediana (50-500),2020000,2219,"Git, Spark, Matplotlib, Deep Learning, Snowflake",5,False,False
2023,Argentina,Data Engineer,Senior,Part Time,Híbrido,Retail / E-Commerce,Pequeña (<50),4660000,5120,"Matplotlib, Deep Learning, MLflow, scikit-learn, TensorFlow, Power BI, NLP, Git, Machine Learning, Keras",10,False,True
2022,Chile,MLOps Engineer,Lead,Full Time,Híbrido,Seguros,Mediana (50-500),7570000,8318,"TensorFlow, Matplotlib, Linux, PyTorch, Git, NLP, Spark, Estadística, Looker, Computer Vision, FastAPI",11,False,True
2022,Chile,MLOps Engineer,Senior,Contrato,Remoto,Fintech / Banca,Pequeña (<50),6310000,6934,"Power BI, Pandas, Airflow, Snowflake, Docker, GCP, Linux, Kubernetes, Deep Learning, Computer Vision",10,True,False
2023,Chile,AI Engineer,Lead,Full Time,Híbrido,Salud,Startup,8130000,8934,"FastAPI, NLP, Estadística, Kubernetes, MLflow, Snowflake, Excel, dbt, scikit-learn",9,False,True
2024,México,ML Engineer,Lead,Full Time,Remoto,Gobierno / Público,Pequeña (<50),6840000,7516,"SQL, Git, Excel, NumPy, Computer Vision, AWS, Snowflake, NLP, dbt, R, Pandas, BigQuery, Airflow, scikit-learn",14,True,True
2022,Chile,BI Analyst,Semi Senior,Full Time,Presencial,Telecomunicaciones,Startup,1560000,1714,"Seaborn, NumPy, Estadística, Docker, dbt, BigQuery",6,False,False
2024,Chile,Data Analyst,Lead,Full Time,Híbrido,Fintech / Banca,Grande (+500),8740000,9604,"Power Query, R, Azure, MLflow, Keras, Python, TensorFlow, Pandas, Git, Matplotlib, NLP, SQL",12,True,True
2024,Chile,AI Engineer,Senior,Contrato,Remoto,Educación,Startup,5480000,6021,"Tableau, BigQuery, Looker, Estadística, Python, Deep Learning, Seaborn",7,False,False
2024,Argentina,Data Engineer,Junior,Contrato,Remoto,Gobierno / Público,Startup,2390000,2626,"Machine Learning, Looker, SQL, FastAPI, dbt",5,False,False
2023,Chile,NLP Engineer,Junior,Full Time,Híbrido,Salud,Startup,2410000,2648,"dbt, Deep Learning, MLflow, Spark, GCP, Python",6,True,False
2024,Chile,NLP Engineer,Senior,Freelance,Híbrido,Seguros,Grande (+500),8080000,8879,"Kubernetes, NLP, Seaborn, Deep Learning, MLflow, Power BI, Pandas, Keras, Azure, Tableau",10,True,True
2023,Chile,ML Engineer,Junior,Full Time,Presencial,Telecomunicaciones,Mediana (50-500),2790000,3065,"Keras, Linux, Deep Learning",3,False,True
2024,Remoto Internacional,Data Analyst,Junior,Full Time,Híbrido,Minería,Pequeña (<50),1300000,1428,"R, Pandas, Estadística, Python",4,False,False
2023,Chile,AI Engineer,Senior,Freelance,Híbrido,Manufactura,Startup,5100000,5604,"Pandas, Computer Vision, Deep Learning, Excel, Snowflake, Power BI, Docker, Matplotlib",8,False,False
2022,México,ML Engineer,Semi Senior,Full Time,Híbrido,Fintech / Banca,Mediana (50-500),3890000,4274,"TensorFlow, R, Machine Learning, Power Query, Excel, Pandas, Linux, Airflow",8,False,True
